"filename", "language", "Dart", "JSON", "comment", "blank", "total"
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/news/data/repository/newsRepo.dart", "Dart", 9, 0, 0, 1, 10
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/news/data/repository/newsRepoImpl.dart", "Dart", 26, 0, 0, 2, 28
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/news/presentation/manager/news/newsBloc.dart", "Dart", 26, 0, 0, 1, 27
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/news/presentation/manager/news/newsEvents.dart", "Dart", 7, 0, 0, 1, 8
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/news/presentation/manager/news/newsStates.dart", "Dart", 13, 0, 0, 2, 15
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/news/presentation/views/components/calendarFilter.dart", "Dart", 132, 0, 3, 7, 142
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/news/presentation/views/components/newsCard.dart", "Dart", 74, 0, 1, 1, 76
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/news/presentation/views/components/newsCardsList.dart", "Dart", 78, 0, 0, 4, 82
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/news/presentation/views/components/newsSectionTitle.dart", "Dart", 48, 0, 0, 4, 52
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/news/presentation/views/newsBody.dart", "Dart", 27, 0, 0, 2, 29
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCompanies/data/models/companiesModel.dart", "Dart", 61, 0, 0, 12, 73
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCompanies/data/repository/companiesRepo.dart", "Dart", 9, 0, 0, 1, 10
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCompanies/data/repository/companiesRepoImpl.dart", "Dart", 26, 0, 0, 2, 28
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCompanies/presentation/manager/companies/companiesBloc.dart", "Dart", 26, 0, 0, 1, 27
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCompanies/presentation/manager/companies/companiesEvents.dart", "Dart", 7, 0, 0, 1, 8
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCompanies/presentation/manager/companies/companiesStates.dart", "Dart", 13, 0, 0, 2, 15
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCompanies/presentation/views/components/participatingCompaniesItem.dart", "Dart", 81, 0, 0, 1, 82
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCompanies/presentation/views/components/participatingCompaniesItemSingleSection.dart", "Dart", 82, 0, 0, 1, 83
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCompanies/presentation/views/components/participatingCompaniesList.dart", "Dart", 82, 0, 0, 4, 86
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCompanies/presentation/views/participatingCompaniesBody.dart", "Dart", 30, 0, 0, 2, 32
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCountries/data/models/countriesModel.dart", "Dart", 38, 0, 0, 12, 50
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCountries/data/repository/countriesRepo.dart", "Dart", 8, 0, 0, 1, 9
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCountries/data/repository/countriesRepoImpl.dart", "Dart", 25, 0, 0, 1, 26
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCountries/presentation/manager/countries/countriesBloc.dart", "Dart", 19, 0, 0, 1, 20
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCountries/presentation/manager/countries/countriesEvents.dart", "Dart", 5, 0, 0, 1, 6
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCountries/presentation/manager/countries/countriesStates.dart", "Dart", 12, 0, 0, 2, 14
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCountries/presentation/views/components/countriesGrid.dart", "Dart", 56, 0, 0, 4, 60
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCountries/presentation/views/components/countriesItem.dart", "Dart", 36, 0, 0, 2, 38
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/participatingCountries/presentation/views/participatingCountriesBody.dart", "Dart", 27, 0, 0, 2, 29
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/data/models/sponsoringModel.dart", "Dart", 39, 0, 0, 11, 50
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/data/repository/sponsoringRepo.dart", "Dart", 6, 0, 0, 1, 7
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/data/repository/sponsoringRepoImpl.dart", "Dart", 23, 0, 0, 2, 25
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/presentation/manager/sponsors/sponsorsBloc.dart", "Dart", 19, 0, 0, 1, 20
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/presentation/manager/sponsors/sponsorsEvents.dart", "Dart", 2, 0, 0, 1, 3
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/presentation/manager/sponsors/sponsorsStates.dart", "Dart", 12, 0, 0, 2, 14
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/presentation/views/components/diamondPartners.dart", "Dart", 70, 0, 0, 4, 74
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/presentation/views/components/goldenPartners.dart", "Dart", 71, 0, 0, 4, 75
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/presentation/views/components/polygonClipper.dart", "Dart", 26, 0, 0, 7, 33
